127.0.0.1 - - [15/Aug/2022:14:39:17 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:05 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:06 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:07 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:08 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:09 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:10 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:11 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:12 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:13 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:14 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:15 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:16 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:20 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:21 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:22 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:23 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:24 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:27 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:28 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:29 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:30 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:31 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:32 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:33 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:34 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:35 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:36 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 162
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:37 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 154
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:38 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 170
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:39 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 171
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:40 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 186
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:40 +0800] "GET /webgl_engine_2020/interface.jsp?channel=creation&command=creation&language=chinese&user_name=NoName&pass_word=NoPassword&scene_name=bridge_standard_16&link_name=&change_part=&change_component=&part_type=&max_loading_number=10&sub_directory=&coordinate=xyz&process_bar=0 HTTP/1.1" 200 1118
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:40 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=scene_directory%252Fbridge%252Fbridge_standard_16%252Finitialization.gzip_text&length=128997&date=1660545640841&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 129130
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&language=chinese&user_name=NoName&pass_word=NoPassword&command=data&process_bar=0 HTTP/1.1" 200 161
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&aspect=2.161662817551963&component=-1&body=-1&face=-1&loop=-1&edge=-1&vertex=-1&point=-1&depth=-1.00000&value=-1.00000&loaded_length=0_0_-1_-1&requesting_number=0_1&data_time=1&render_time=1&read_time=0&render_interval=1660545641483&precision=true&length=427 HTTP/1.1" 200 897
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&requesting_number=1_1&data_time=1&render_time=3&read_time=0&render_interval=16&precision=true&length=273 HTTP/1.1" 200 600
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=1_232040_9_0&requesting_number=2_2&data_time=0&render_time=24&read_time=0&render_interval=29&precision=true&length=301 HTTP/1.1" 200 1027
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4741&event_driver_id=0&operation=audio&fresh=0.28468915733484024 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=3_4435540_9_0&requesting_number=5_3&data_time=1&render_time=14&read_time=0&render_interval=16&precision=true&length=302 HTTP/1.1" 200 155
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.155841396045733&operation=file&file=no_box.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.8363086072232209&operation=file&file=back.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.8878861767423962&operation=file&file=front.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.9481242634002391&operation=file&file=left.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.5087276280901032&operation=file&file=right.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.043489513747120956&operation=file&file=top.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&requesting_number=5_4&data_time=1&render_time=2&read_time=0&render_interval=19&precision=true&length=273 HTTP/1.1" 200 99
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=event&event_component_id=4761&event_driver_id=0&random=0.991707617870033&operation=file&file=down.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&requesting_number=0_5&data_time=1&render_time=1&read_time=0&render_interval=17&precision=true&length=273 HTTP/1.1" 200 672
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?channel=buffer&file=scene_directory%252Fbridge%252Fbridge_standard_16%252Fpackage_directory%252Fpackage_0.gzip_text&length=319850&date=1660545639908&original=http%253A%252F%252Flocalhost%253A8080%252Fwebgl_engine_2020%252Finterface.jsp HTTP/1.1" 200 320174
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:41 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&requesting_number=3_5&data_time=0&render_time=1&read_time=0&render_interval=16&precision=true&length=273 HTTP/1.1" 200 1121
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:43 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=6_6200262_20_16&requesting_number=4_5&data_time=1&render_time=1&read_time=0&render_interval=1209&precision=true&length=305 HTTP/1.1" 200 3413
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:43 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=8_8994901_20_16&requesting_number=3_5&data_time=1&render_time=1&read_time=0&render_interval=40&precision=true&length=303 HTTP/1.1" 200 3171
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:43 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=9_11248444_20_16&requesting_number=4_5&data_time=1&render_time=1&read_time=0&render_interval=13&precision=true&length=304 HTTP/1.1" 200 4775
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:43 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&requesting_number=4_5&data_time=1&render_time=1&read_time=0&render_interval=19&precision=true&length=273 HTTP/1.1" 200 3298
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:44 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=12_12985211_20_22&requesting_number=34_5&data_time=0&render_time=38&read_time=0&render_interval=47&precision=true&length=307 HTTP/1.1" 200 1962
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:44 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=14_19510073_20_9&requesting_number=16_5&data_time=0&render_time=2&read_time=0&render_interval=105&precision=true&length=306 HTTP/1.1" 200 1559
0:0:0:0:0:0:0:1 - - [15/Aug/2022:14:40:44 +0800] "GET /webgl_engine_2020/interface.jsp?user_name=NoName&pass_word=NoPassword&language=chinese&process_bar=0&channel=0&command=component&method=update_render&loaded_length=18_28854720_20_9&requesting_number=1_5&data_time=1&render_time=134&read_time=0&render_interval=137&precision=true&length=307 HTTP/1.1" 200 165
