127.0.0.1 - - [27/Sep/2021:23:35:33 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=event&event_component_id=57&event_driver_id=0&random=0.06117071927627715&operation=file&file=down.jpg HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=0_4&data_time=0&render_time=3&read_time=10&render_interval=12&length=265 HTTP/1.1" 200 392
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&loaded_length=4_4320751_12_0&requesting_number=0_5&data_time=0&render_time=3&read_time=2&render_interval=16&length=293 HTTP/1.1" 200 586
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=0_6&data_time=0&render_time=3&read_time=2&render_interval=16&length=264 HTTP/1.1" 200 150
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:17 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=0_7&data_time=0&render_time=4&read_time=3&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.7136752136752137&y=-0.8960739030023095&requesting_number=8_8&data_time=0&render_time=5&read_time=2&render_interval=18&length=308 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.7094017094017093&y=0.12240184757505779&requesting_number=8_8&data_time=0&render_time=5&read_time=4&render_interval=17&length=308 HTTP/1.1" 200 207
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.8408119658119658&y=0.8337182448036952&requesting_number=8_8&data_time=0&render_time=4&read_time=4&render_interval=17&length=307 HTTP/1.1" 200 207
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.8482905982905983&y=0.9214780600461894&requesting_number=8_8&data_time=0&render_time=4&read_time=3&render_interval=16&length=307 HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=1&render_time=5&read_time=3&render_interval=17&length=264 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.8258547008547008&y=0.9237875288683602&requesting_number=8_8&data_time=0&render_time=4&read_time=3&render_interval=17&length=307 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.7649572649572649&y=0.9792147806004619&requesting_number=8_8&data_time=0&render_time=4&read_time=3&render_interval=16&length=307 HTTP/1.1" 200 206
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&x=-0.7521367521367521&y=0.9953810623556582&requesting_number=8_8&data_time=0&render_time=5&read_time=3&render_interval=17&length=307 HTTP/1.1" 200 205
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=2&render_interval=17&length=264 HTTP/1.1" 200 204
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=3&render_interval=16&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=1&render_time=3&read_time=2&render_interval=17&length=264 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=2&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=2&read_time=2&render_interval=16&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=2&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:18 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=3&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=4&read_time=2&render_interval=18&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=2&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=2&read_time=1&render_interval=16&length=264 HTTP/1.1" 200 228
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=454838084237400&user_name=NoName&pass_word=NoPassword&process_bar=0&language=chinese&command=component&method=update_render&requesting_number=8_8&data_time=0&render_time=3&read_time=4&render_interval=17&length=264 HTTP/1.1" 200 116
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/chinese/draw.jsp?scene_name=cad&coordinate=location.xyz.txt&sub_directory=A159-SR-302A HTTP/1.1" 200 4372
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=release&process_bar=0 HTTP/1.1" 200 5
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?function_name=construct_render_object HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=request HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 172
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:19 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 189
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:20 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:21 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:21 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:22 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:22 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:23 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:23 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:24 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:25 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 192
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:26 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 199
0:0:0:0:0:0:0:1 - - [27/Sep/2021:23:36:27 +0800] "GET /webgl_engine_2020/interface.jsp?channel=process_bar&command=data&language=chinese&process_bar=0 HTTP/1.1" 200 200
